date,TemP,pH,Turb,Chl,DO
2022/2/11 17:00,29.56,8.345,9.25,9.8,8.285
2022/2/11 18:00,28.935,8.33,7.75,10.3,8.265
2022/2/11 19:00,28.505,8.295,6.2,9.5,7.92
2022/2/11 20:00,28.285,8.31,5.2,7.05,7.69
2022/2/11 21:00,27.995,8.255,7.4,7.25,7.235
2022/2/11 22:00,27.84,8.235,8,6.95,7.08
2022/2/11 23:00,27.825,8.185,7.4,6.15,6.81
2022/2/12 0:00,27.84,8.135,8.55,6.15,6.61
2022/2/12 1:00,27.845,8.13,9.4,6.4,6.53
2022/2/12 2:00,27.815,8.125,8.45,6.3,6.475
2022/2/12 3:00,27.695,8.09,9.55,6.25,6.325
2022/2/12 4:00,27.63,8.07,8.95,6.65,6.35
2022/2/12 5:00,27.52,8.145,7.5,6.85,6.375
2022/2/12 6:00,27.55,8.145,7.8,5.6,6.275
2022/2/12 7:00,27.515,8.145,7,5.8,6.31
2022/2/12 8:00,27.65,8.16,7.35,6.4,6.385
2022/2/12 9:00,27.815,8.16,8.9,6.35,6.47
2022/2/12 10:00,28.135,8.15,9.35,6.4,6.49
2022/2/12 11:00,28.99,8.105,9.15,7.2,6.88
2022/2/12 12:00,29.84,8.09,11.95,7.4,7.025
2022/2/12 13:00,30.32,8.105,15.45,8.7,7.245
2022/2/12 14:00,30.755,8.16,12.25,8.9,7.565
2022/2/12 15:00,31.12,8.195,10.75,8.15,7.705
2022/2/12 16:00,30.825,8.245,10.65,8.85,8.015
2022/2/12 17:00,29.54,8.22,10.15,9.4,7.805
2022/2/12 18:00,29.78,8.275,10.2,8.1,7.905
2022/2/12 19:00,29.485,8.315,8.15,8.3,7.94
2022/2/12 20:00,29.025,8.31,6.1,6.3,7.58
2022/2/12 21:00,28.765,8.255,6.95,6.35,7.215
2022/2/12 22:00,28.6,8.21,10.25,6.1,6.845
2022/2/12 23:00,28.42,8.155,8.7,6.15,6.52
2022/2/13 0:00,28.46,8.105,9.55,5.75,6.34
2022/2/13 1:00,28.515,8.075,9.5,6.25,6.235
2022/2/13 2:00,28.49,8.075,8.95,6.55,6.2
2022/2/13 3:00,28.48,8.085,9.65,6.55,6.145
2022/2/13 4:00,28.355,8.075,10.2,6.45,6.095
2022/2/13 5:00,28.155,8.095,8.9,6.6,6.12
2022/2/13 6:00,28.18,8.13,7.9,6.25,6.13
2022/2/13 7:00,28.25,8.15,8.35,6.05,6.155
2022/2/13 8:00,28.325,8.165,7.55,6.75,6.3
2022/2/13 9:00,28.495,8.165,9.3,6.6,6.275
2022/2/13 10:00,28.615,8.155,10.3,6.4,6.315
2022/2/13 11:00,28.83,8.145,10.25,6.75,6.335
2022/2/13 12:00,29.215,8.135,12.05,6.85,6.545
2022/2/13 13:00,29.77,8.17,11.45,8,6.795
2022/2/13 14:00,30.14,8.185,13,8.45,6.945
2022/2/13 15:00,30.385,8.23,12.6,9.4,7.2
2022/2/13 16:00,30.22,8.23,11.8,8.65,7.24
2022/2/13 17:00,29.875,8.245,12.5,8.45,7.73
2022/2/13 18:00,29.48,8.235,11.25,7.95,7.44
2022/2/13 19:00,29.295,8.215,9.8,7.25,7.17
2022/2/13 20:00,29.17,8.215,8.05,6.95,7.115
2022/2/13 21:00,28.91,8.18,7.85,5.95,6.77
2022/2/13 22:00,28.915,8.165,10.25,5.45,6.715
2022/2/13 23:00,28.905,8.13,10.75,5.65,6.515
2022/2/14 0:00,28.86,8.09,10.5,5.3,6.3
2022/2/14 1:00,28.885,8.05,10.1,5.75,6.465
2022/2/14 2:00,28.89,8.025,9.45,6.15,6.41
2022/2/14 3:00,28.815,8.01,10.05,6.15,6.295
2022/2/14 4:00,28.825,8.035,11,5.55,6.275
2022/2/14 5:00,28.745,8.04,10.8,5.5,6.4
2022/2/14 6:00,28.665,8.075,9.65,5.4,6.28
2022/2/14 7:00,28.63,8.075,9.2,5.9,6.11
2022/2/14 8:00,28.8,8.095,10.85,5.15,5.76
2022/2/14 9:00,28.93,8.11,11.2,5.35,5.765
2022/2/14 10:00,29.1,8.11,14.15,5.95,5.89
2022/2/14 11:00,29.34,8.1,12.25,5.85,6.055
2022/2/14 12:00,29.7,8.105,11.25,6.55,6.13
2022/2/14 13:00,30.035,8.11,11.8,6.95,6.225
2022/2/14 14:00,30.555,8.115,12.35,7.4,6.62
2022/2/14 15:00,30.99,8.145,14.95,7.9,7.055
2022/2/14 16:00,31.1,8.185,11.95,8.45,7.24
2022/2/14 17:00,30.525,8.11,13.1,7.45,6.425
2022/2/14 18:00,30.38,8.155,13.65,7.8,6.49
2022/2/14 19:00,29.91,8.13,12.05,6.3,6.09
2022/2/14 20:00,29.825,8.17,9.05,6.15,6.31
2022/2/14 21:00,29.555,8.14,8.55,6.1,5.89
2022/2/14 22:00,29.425,8.115,10.15,5.9,5.635
2022/2/14 23:00,29.465,8.095,11.95,5.5,5.64
2022/2/15 0:00,29.35,8.06,11.85,5.6,5.48
2022/2/15 1:00,29.29,8.03,11.2,5.4,5.395
2022/2/15 2:00,29.315,7.9,10.8,5.1,5.335
2022/2/15 3:00,29.27,7.845,10.2,5.95,5.285
2022/2/15 4:00,29.315,7.855,11.65,5.75,5.26
2022/2/15 5:00,29.28,7.865,12.05,5.05,5.23
2022/2/15 6:00,29.145,7.865,10.65,5.3,5.295
2022/2/15 7:00,29.19,7.9,10.85,4.55,5.265
2022/2/15 8:00,29.37,7.9,11.2,5.9,5.235
2022/2/15 9:00,29.595,7.92,11.15,4.95,5.295
2022/2/15 10:00,29.865,7.93,14,5.65,5.215
2022/2/15 11:00,30.15,7.93,16.35,5.9,5.315
2022/2/15 12:00,30.63,7.925,13.95,6,5.425
2022/2/15 13:00,31.12,7.925,15.3,7.15,5.68
2022/2/15 14:00,31.5,7.935,14.65,7.5,5.905
2022/2/15 15:00,31.535,7.935,16.5,8.4,5.975
2022/2/15 16:00,31.63,7.975,16.65,8.8,6.265
2022/2/15 17:00,31.39,7.98,13.05,7.95,6.265
2022/2/15 18:00,31.19,7.965,13.75,7.75,6.14
2022/2/15 19:00,30.765,7.965,13.65,7.65,5.895
2022/2/15 20:00,30.405,7.945,11.25,6.55,5.5
2022/2/15 21:00,30.26,7.935,9,6.15,5.515
2022/2/15 22:00,30.1,7.925,9.2,5.3,5.335
2022/2/15 23:00,30.08,7.91,11.6,5.85,5.295
2022/2/16 0:00,30.085,7.89,12.55,5.45,5.195
2022/2/16 1:00,29.985,7.86,12.75,5.65,5.105
2022/2/16 2:00,29.925,7.825,12.4,5.15,4.95
2022/2/16 3:00,29.915,7.795,11.05,6.05,4.975
2022/2/16 4:00,29.915,7.79,10.55,6.5,4.985
2022/2/16 5:00,29.935,7.8,14.05,5.75,4.925
2022/2/16 6:00,29.845,7.805,11.65,5.85,4.905
2022/2/16 7:00,29.835,7.845,12.1,5.15,4.995
2022/2/16 8:00,29.82,7.865,25.4,5.45,4.84
2022/2/16 9:00,29.92,7.875,12.5,5.5,4.985
2022/2/16 10:00,30.04,7.88,13.85,5.8,4.935
2022/2/16 11:00,30.23,7.88,17.65,6.15,5.015
2022/2/16 12:00,30.345,7.87,17.2,5.4,5.055
2022/2/16 13:00,30.61,7.87,15.05,6.4,5.175
2022/2/16 14:00,30.78,7.875,15.75,7.4,5.36
2022/2/16 15:00,30.83,7.875,16.85,8.85,5.45
2022/2/16 16:00,30.8,7.875,14,9.3,5.645
2022/2/16 17:00,30.71,7.905,12.5,8.6,5.75
2022/2/16 18:00,30.49,7.865,13.95,8.3,5.505
2022/2/16 19:00,30.42,7.86,14.85,7.75,5.4
2022/2/16 20:00,30.17,7.855,12.3,6.85,5.09
2022/2/16 21:00,30.07,7.85,11.1,6.15,4.965
2022/2/16 22:00,29.945,7.845,10.05,5.85,5.02
2022/2/16 23:00,29.87,7.84,11.2,5.8,4.97
2022/2/17 0:00,29.915,7.825,12.55,6,4.945
2022/2/17 1:00,29.865,7.795,13.2,6.15,4.88
2022/2/17 2:00,29.79,7.775,12.8,5.8,4.89
2022/2/17 3:00,29.565,7.745,11.55,5.55,4.92
2022/2/17 4:00,29.41,7.73,11.15,6.05,4.93
2022/2/17 5:00,29.275,7.73,11.6,5.6,4.87
2022/2/17 6:00,29.66,7.73,13.05,5.35,4.8
2022/2/17 7:00,29.615,7.745,12,5.75,4.825
2022/2/17 8:00,29.655,7.77,16.65,5.2,4.68
2022/2/17 9:00,29.97,7.775,12.1,5.2,4.86
2022/2/17 10:00,29.84,7.795,13.15,4.75,4.805
2022/2/17 11:00,30.11,7.815,13.55,5.3,4.925
2022/2/17 12:00,30.285,7.805,19.75,5.75,4.915
2022/2/17 13:00,30.445,7.795,16.55,6.55,5.005
2022/2/17 14:00,30.705,7.81,15.75,7,5.215
2022/2/17 15:00,30.83,7.825,15.25,7.85,5.51
2022/2/17 16:00,30.76,7.825,15.1,8.5,5.565
2022/2/17 17:00,30.48,7.845,13.3,8.4,5.705
2022/2/17 18:00,30.495,7.815,14.15,6.9,5.425
2022/2/17 19:00,30.44,7.81,15.2,6.75,5.26
2022/2/17 20:00,30.16,7.81,13.35,6.8,5.115
2022/2/17 21:00,29.92,7.81,12.3,5.4,4.925
2022/2/17 22:00,29.815,7.815,11,5.85,4.725
2022/2/17 23:00,29.68,7.82,10.4,5.05,4.765
2022/2/18 0:00,29.62,7.82,11.85,5.35,4.845
2022/2/18 1:00,29.64,7.81,11.7,5.65,4.865
2022/2/18 2:00,29.485,7.79,11.8,5.55,4.875
2022/2/18 3:00,29.36,7.775,12.05,5.75,4.865
2022/2/18 4:00,29.165,7.75,10.8,5.4,4.85
2022/2/18 5:00,28.99,7.74,12.65,5,4.835
2022/2/18 6:00,29.245,7.75,11.95,5.3,4.76
2022/2/18 7:00,29.37,7.75,10.65,5.5,4.76
2022/2/18 8:00,29.465,7.77,11.65,5.25,4.755
2022/2/18 9:00,29.6,7.785,14,5.05,4.69
2022/2/18 10:00,29.705,7.82,10.3,4.85,4.79
2022/2/18 11:00,29.795,7.815,11.9,4.75,4.765
2022/2/18 12:00,29.97,7.82,15.7,5.05,4.785
2022/2/18 13:00,30.265,7.81,14.7,5.85,4.79
2022/2/18 14:00,30.58,7.81,12.55,5.9,5.015
2022/2/18 15:00,30.69,7.82,11.5,7,5.24
2022/2/18 16:00,30.65,7.82,12.3,7.35,5.35
2022/2/18 17:00,30.445,7.82,12.05,7.6,5.375
2022/2/18 18:00,30.205,7.83,11.8,7,5.39
2022/2/18 19:00,30.185,7.795,12.35,6.5,5.245
2022/2/18 20:00,30.1,7.8,12.55,7.15,5.11
2022/2/18 21:00,29.875,7.81,11,5.75,4.875
2022/2/18 22:00,29.62,7.825,9.8,5.25,4.72
2022/2/18 23:00,29.55,7.825,9,5.45,4.71
2022/2/19 0:00,29.42,7.82,9.65,5.45,4.715
2022/2/19 1:00,29.47,7.815,11.05,4.95,4.685
2022/2/19 2:00,29.325,7.805,11.35,4.95,4.7
2022/2/19 3:00,29.035,7.79,10.05,4.8,4.835
2022/2/19 4:00,28.805,7.765,10.35,5.15,4.88
2022/2/19 5:00,28.725,7.745,11.95,5.35,4.805
2022/2/19 6:00,28.705,7.76,11.05,5,4.805
2022/2/19 7:00,29.18,7.755,11.85,5.15,4.635
2022/2/19 8:00,29.205,7.77,11.1,5.1,4.74
2022/2/19 9:00,29.415,7.795,10.45,4.8,4.695
2022/2/19 10:00,29.655,7.8,11.75,4.65,4.51
2022/2/19 11:00,29.98,7.83,9.5,5.1,4.77
2022/2/19 12:00,30.15,7.83,11.05,4.85,4.75
2022/2/19 13:00,30.37,7.84,12.75,5.05,4.885
2022/2/19 14:00,30.845,7.875,11,6.9,5.345
2022/2/19 15:00,31.05,7.9,11.95,7.25,5.69
2022/2/19 16:00,30.875,7.875,13.4,7.15,5.675
2022/2/19 17:00,30.645,7.865,14.65,8,5.645
2022/2/19 18:00,30.335,7.87,15.15,7.8,5.635
2022/2/19 19:00,30.025,7.85,12.6,6.9,5.465
2022/2/19 20:00,30.04,7.855,12.5,5.95,5.315
2022/2/19 21:00,29.97,7.885,10.8,6.8,5.23
2022/2/19 22:00,29.78,7.885,10.25,5.75,5.045
2022/2/19 23:00,29.675,7.9,8.4,5.35,5.08
2022/2/20 0:00,29.61,7.875,8.9,4.65,4.755
2022/2/20 1:00,29.51,7.89,10.6,5.25,4.745
2022/2/20 2:00,29.58,7.88,10.75,5.4,4.71
2022/2/20 3:00,29.155,7.885,9.8,5.7,4.96
2022/2/20 4:00,28.855,7.86,10.05,4.7,4.98
2022/2/20 5:00,28.69,7.825,10.6,5.2,4.9
2022/2/20 6:00,28.77,7.835,11.35,5.25,4.96
2022/2/20 7:00,29.01,7.84,10.15,5.4,4.905
2022/2/20 8:00,29.315,7.84,11.15,5.25,4.88
2022/2/20 9:00,29.375,7.86,10.45,4.55,4.96
2022/2/20 10:00,29.555,7.88,9.05,4.8,4.725
2022/2/20 11:00,29.655,7.895,8.55,5.45,4.9
2022/2/20 12:00,29.67,7.92,7.9,5.4,5.065
2022/2/20 13:00,29.775,7.95,8.2,6.45,5.28
2022/2/20 14:00,29.805,7.925,10.8,6.15,5.085
2022/2/20 15:00,29.62,7.915,11.55,5.6,5.05
2022/2/20 16:00,29.445,8.03,12.1,7.65,5.935
2022/2/20 17:00,29.26,8.01,15.15,7.7,5.885
2022/2/20 18:00,29.145,8,13.7,7.45,5.815
2022/2/20 19:00,29.105,7.95,11.55,7,5.505
2022/2/20 20:00,29.01,7.915,11.9,6.8,5.34
2022/2/20 21:00,29.16,7.895,12.25,6.05,5.105
2022/2/20 22:00,29.085,7.89,10.3,5.65,5.065
2022/2/20 23:00,29.095,7.87,10.45,5.15,4.77
2022/2/21 0:00,28.85,7.915,8.15,5.35,4.95
2022/2/21 1:00,28.68,7.895,8.4,4.5,4.75
2022/2/21 2:00,28.73,7.885,9,4.25,4.73
2022/2/21 3:00,28.68,7.875,10.25,4.2,4.7
2022/2/21 4:00,28.11,7.895,10.35,4.65,5.06
2022/2/21 5:00,27.92,7.87,10.75,5.05,5.045
2022/2/21 6:00,27.855,7.86,10.65,4.65,5.075
2022/2/21 7:00,27.945,7.86,11.5,5.25,5.005
2022/2/21 8:00,28.21,7.835,10.2,5.65,4.88
2022/2/21 9:00,28.475,7.825,10.6,4.6,4.625
2022/2/21 10:00,28.525,7.84,10.3,5,4.675
2022/2/21 11:00,28.455,7.855,9.1,5.4,4.77
2022/2/21 12:00,28.53,7.865,8.5,4.65,4.715
2022/2/21 13:00,28.64,7.87,8.75,4.95,4.71
2022/2/21 14:00,28.61,7.895,8.8,5.15,4.9
2022/2/21 15:00,28.54,7.93,10.2,6.25,5.105
2022/2/21 16:00,28.24,8.035,12.65,8.9,6.015
2022/2/21 17:00,28.125,8.035,12.4,7.55,6.09
2022/2/21 18:00,27.915,7.995,13.2,6.4,5.825
2022/2/21 19:00,27.715,7.945,12.3,5.75,5.585
2022/2/21 20:00,27.8,7.9,12.1,5.6,5.275
2022/2/21 21:00,27.425,7.865,24.85,5.4,5.205
2022/2/21 22:00,26.875,7.83,43.4,5.5,5.43
2022/2/21 23:00,27.145,7.86,26.5,5.4,5.375
2022/2/22 0:00,26.96,7.85,28.75,5.65,5.48
2022/2/22 1:00,27.025,7.85,26.05,5.05,5.41
2022/2/22 2:00,27.1,7.865,19.65,5.15,5.245
2022/2/22 3:00,27.325,7.87,15.6,4.7,5.03
2022/2/22 4:00,27.12,7.89,14.7,5.05,5.24
2022/2/22 5:00,26.825,7.905,15.2,5.1,5.495
2022/2/22 6:00,26.75,7.905,15.85,5.35,5.65
2022/2/22 7:00,26.77,7.89,17.15,5.35,5.61
2022/2/22 8:00,27.09,7.865,18.3,5.85,5.405
2022/2/22 9:00,27.235,7.88,16.05,5.65,5.475
2022/2/22 10:00,26.885,7.83,22.9,6.4,5.675
2022/2/22 11:00,26.47,7.835,23.55,5.85,5.885
2022/2/22 12:00,26.935,7.82,19,4.6,5.455
2022/2/22 13:00,26.685,7.87,20.4,5.2,5.93
2022/2/22 14:00,26.95,7.88,18.9,6.3,5.925
2022/2/22 15:00,27.14333333,7.946666667,20.33333333,6.533333333,6.063333333
2022/2/22 16:00,27.075,8.01,23.95,6.95,6.425
2022/2/22 17:00,26.86,7.95,35.35,7.35,6.19
2022/2/22 18:00,26.85,7.895,36.25,6.75,6.02
2022/2/22 19:00,26.755,7.85,38.65,7.25,5.875
2022/2/22 20:00,26.755,7.815,45.05,7.75,5.81
2022/2/22 21:00,26.725,7.8,49.4,7.65,5.745
2022/2/22 22:00,26.71,7.785,46.85,7.3,5.755
2022/2/22 23:00,26.68,7.75,37.4,7,5.64
2022/2/23 0:00,26.56,7.73,33.95,7.5,5.605
2022/2/23 1:00,26.585,7.73,31.15,6.7,5.5
2022/2/23 2:00,26.61,7.775,30.9,6.65,5.65
2022/2/23 3:00,26.675,7.82,40.45,7.15,5.765
2022/2/23 4:00,26.65,7.775,47.8,6.9,5.685
2022/2/23 5:00,26.485,7.71,60.25,7.35,5.465
2022/2/23 6:00,26.37,7.67,68.3,8.2,5.485
2022/2/23 7:00,26.455,7.685,66.3,8.25,5.625
2022/2/23 8:00,26.5625,7.705,45.875,9.55,6.0175
2022/2/23 9:00,26.8,7.655,62.45,14.4,5.845
2022/2/23 10:00,27.02,7.665,59,13.5,5.875
2022/2/23 11:00,27.265,7.68,55.6,14.35,5.94
2022/2/23 12:00,27.51,7.66,52.9,14.65,6.07
2022/2/23 13:00,28.165,7.655,51.8,15.05,6.255
2022/2/23 14:00,28.8,7.735,50.3,16.2,6.52
2022/2/23 15:00,28.19,7.6,48.9,16.3,6.43
2022/2/23 16:00,27.925,7.625,50.1,16.3,6.545
2022/2/23 17:00,27.775,7.58,53.85,15.45,6.435
2022/2/23 18:00,27.55,7.51,59.45,15.75,6.235
2022/2/23 19:00,27.03,7.35,76.8,16.3,5.81
2022/2/23 20:00,27.07,7.365,72.15,16.1,5.885
2022/2/23 21:00,27.095,7.385,67.15,15.8,5.98
2022/2/23 22:00,27.075,7.4,63.3,15.65,6.015
2022/2/23 23:00,27.045,7.395,59.9,15.5,6.02
2022/2/24 0:00,26.925,7.33,64.3,15.5,5.78
2022/2/24 1:00,26.92,7.33,64.85,14.85,5.705
2022/2/24 2:00,26.93,7.34,62.35,13.85,5.585
2022/2/24 3:00,26.805,7.375,62.15,14.95,5.7
2022/2/24 4:00,26.865,7.375,54.05,14.15,5.59
2022/2/24 5:00,26.875,7.39,51.35,13.75,5.535
2022/2/24 6:00,26.925,7.43,47.25,14.25,5.645
2022/2/24 7:00,27.005,7.455,46.85,14.35,5.705
2022/2/24 8:00,27.045,7.45,48.9,14.35,5.635
2022/2/24 9:00,26.79,7.37,59.4,15.1,5.43
2022/2/24 10:00,26.565,7.31,65.75,16.75,5.325
2022/2/24 11:00,26.625,7.32,63.35,16.15,5.405
2022/2/24 12:00,26.74,7.335,60.5,16.4,5.46
2022/2/24 13:00,27.075,7.345,59.4,16.4,5.49
2022/2/24 14:00,27.92,7.37,57.85,17.15,5.66
2022/2/24 15:00,28.85,7.425,56.6,17.8,5.9
2022/2/24 16:00,28.8,7.425,55.65,17.8,5.95
2022/2/24 17:00,28.885,7.56,47.75,18.9,6.51
2022/2/24 18:00,28.5,7.595,42.75,17.3,6.505
2022/2/24 19:00,28.16,7.575,41.15,16.45,6.315
2022/2/24 20:00,27.87,7.57,42.7,15.9,6.25
2022/2/24 21:00,27.935,7.59,41.55,16,6.335
2022/2/24 22:00,27.96,7.625,38.1,15.85,6.4
2022/2/24 23:00,27.935,7.66,35.05,15.45,6.445
2022/2/25 0:00,27.91,7.67,32.85,14.8,6.45
2022/2/25 1:00,27.86,7.63,33.6,14.6,6.35
2022/2/25 2:00,27.78,7.57,37.45,15.2,6.135
2022/2/25 3:00,27.7,7.56,37.45,15,6.035
2022/2/25 4:00,27.615,7.55,37.35,15.1,5.955
2022/2/25 5:00,27.545,7.54,35.1,14.45,5.805
2022/2/25 6:00,27.505,7.575,32.6,14,5.795
2022/2/25 7:00,27.62,7.64,30.85,13.6,5.91
2022/2/25 8:00,27.82,7.68,31.35,13.95,5.97
2022/2/25 9:00,28.045,7.705,33.25,13.75,6.005
2022/2/25 10:00,28.355,7.755,29.85,14.9,6.24
2022/2/25 11:00,28.58,7.75,28.5,14.2,6.3
2022/2/25 12:00,28.865,7.77,26.75,14.85,6.425
2022/2/25 13:00,29.495,7.845,25.65,16.95,6.785
2022/2/25 14:00,29.87,7.935,24.35,18.95,7.185
2022/2/25 15:00,30.11,8.015,25.85,22.1,7.535
2022/2/25 16:00,30.185,8.125,26.4,25.7,7.865
2022/2/25 17:00,30.04,8.13,26.3,23.6,7.83
2022/2/25 18:00,29.705,8.03,25.05,19.7,7.475
2022/2/25 19:00,29.215,7.915,24.3,16.1,6.885
2022/2/25 20:00,29.16,7.885,26.25,15.5,6.75
2022/2/25 21:00,28.93,7.86,27.5,15,6.57
2022/2/25 22:00,28.72,7.895,26.35,14.2,6.565
2022/2/25 23:00,28.56,7.895,25.25,13.35,6.495
2022/2/26 0:00,28.425,7.87,25.1,13.3,6.405
2022/2/26 1:00,28.32,7.87,23.95,12.4,6.335
2022/2/26 2:00,28.26,7.85,23.65,13.05,6.295
2022/2/26 3:00,28.41,7.825,25,12.6,6.26
2022/2/26 4:00,28.43,7.835,25.25,12.95,6.245
2022/2/26 5:00,28.4,7.82,25.4,13.05,6.13
2022/2/26 6:00,28.42,7.795,24.25,13.25,6.015
2022/2/26 7:00,28.33,7.79,23.35,12.3,5.895
2022/2/26 8:00,28.385,7.815,25.35,12.6,5.95
2022/2/26 9:00,28.4,7.805,32,13.25,5.82
2022/2/26 10:00,28.42,7.8,33.1,12.85,5.93
2022/2/26 11:00,28.375,7.815,29.65,12.4,5.99
2022/2/26 12:00,28.44,7.825,28.1,12.55,6.025
2022/2/26 13:00,28.81,7.84,26.4,12.6,6.18
2022/2/26 14:00,29.205,7.875,23.2,13.85,6.4
2022/2/26 15:00,29.02,7.885,22.45,14.9,6.47
2022/2/26 16:00,29.015,7.91,22.45,16.35,6.645
2022/2/26 17:00,28.915,7.905,22.85,16.95,6.63
2022/2/26 18:00,28.805,7.875,24.1,14.3,6.415
2022/2/26 19:00,28.61,7.825,22.7,12.3,6.115
2022/2/26 20:00,28.67,7.825,26.3,12.7,6.095
2022/2/26 21:00,28.64,7.82,34.45,13.5,6.115
2022/2/26 22:00,28.345,7.85,36.75,12.35,6.265
2022/2/26 23:00,28.255,7.84,40.65,12.45,6.205
2022/2/27 0:00,28.16,7.84,59.4,12.85,6.245
2022/2/27 1:00,28.09,7.845,76.45,13.45,6.225
2022/2/27 2:00,28.11,7.845,90.8,13.7,6.23
2022/2/27 3:00,28.165,7.87,82.05,13,6.265
2022/2/27 4:00,28.135,7.875,61.95,12.1,6.275
2022/2/27 5:00,28.1,7.88,56.95,11.9,6.275
2022/2/27 6:00,28.075,7.89,50.2,11.05,6.315
2022/2/27 7:00,28.07,7.9,44.85,11.4,6.375
2022/2/27 8:00,28.075,7.92,45.6,11.35,6.46
2022/2/27 9:00,28.155,7.91,44,11.6,6.54
2022/2/27 10:00,28.19,7.905,56.6,11.95,6.575
2022/2/27 11:00,28.17,7.9,67.9,11.95,6.57
2022/2/27 12:00,28.145,7.89,65.55,12.25,6.56
2022/2/27 13:00,28.145,7.89,65.85,11.9,6.58
2022/2/27 14:00,28.09,7.88,79.5,11.95,6.63
2022/2/27 15:00,28.05,7.88,63.4,11.9,6.655
2022/2/27 16:00,27.93,7.875,58.5,11.05,6.65
2022/2/27 17:00,27.825,7.865,53.45,11,6.63
2022/2/27 18:00,27.675,7.855,49.75,10.5,6.66
2022/2/27 19:00,27.545,7.84,46.25,10.4,6.655
2022/2/27 20:00,27.41,7.825,48.65,11.55,6.635
2022/2/27 21:00,27.225,7.805,50.1,10.9,6.67
2022/2/27 22:00,27.07,7.795,52.95,10.3,6.69
2022/2/27 23:00,26.94,7.79,52.8,11,6.715
2022/2/28 0:00,26.885,7.79,55.6,10.8,6.73
2022/2/28 1:00,26.875,7.79,54.05,10.9,6.735
2022/2/28 2:00,26.87,7.795,54.2,10.9,6.71
2022/2/28 3:00,26.89,7.805,54.2,11.25,6.75
2022/2/28 4:00,26.865,7.81,49.95,11.25,6.75
2022/2/28 5:00,26.845,7.805,46.15,11.15,6.715
2022/2/28 6:00,26.845,7.8,42.85,11,6.71
2022/2/28 7:00,26.87,7.805,43.45,10.65,6.68
2022/2/28 8:00,26.94,7.82,42.8,10.95,6.68
2022/2/28 9:00,27.07,7.85,41.9,10.65,6.76
2022/2/28 10:00,27.205,7.885,39.4,10.35,6.925
2022/2/28 11:00,27.295,7.9,40.8,10.85,6.99
2022/2/28 12:00,27.465,7.9,39.9,11.2,7.02
2022/2/28 13:00,27.555,7.905,39.35,10.85,7.04
2022/2/28 14:00,27.625,7.91,41.2,11.1,7.035
2022/2/28 15:00,27.715,7.92,39.45,11.5,7.04
2022/2/28 16:00,27.73,7.925,39.55,10.3,7.04
2022/2/28 17:00,27.65,7.95,35.65,10.5,7.07
2022/2/28 18:00,27.585,7.95,34.1,10.5,7.045
2022/2/28 19:00,27.56,7.94,33.85,10.95,7.005
2022/2/28 20:00,27.47,7.955,31.05,10.65,7.01
2022/2/28 21:00,27.39,7.975,29.95,10.6,7.045
2022/2/28 22:00,27.33,7.985,29,10.2,7.06
2022/2/28 23:00,27.285,7.99,29.25,9.95,7.085
2022/3/1 0:00,27.225,7.99,30.35,10.25,7.05
2022/3/1 1:00,27.175,7.99,30.2,9.75,7.02
2022/3/1 2:00,27.145,7.99,30.85,9.4,7.035
2022/3/1 3:00,27.1,8,32.75,9.85,7.035
2022/3/1 4:00,27.065,8,33.3,10.25,7.05
2022/3/1 5:00,27.04,8.005,30.95,9.3,7.035
2022/3/1 6:00,27.03,8.005,28.25,10.25,7.02
2022/3/1 7:00,27.095,8.005,26.45,9.95,7.005
2022/3/1 8:00,27.165,8.005,28.6,10.15,6.93
2022/3/1 9:00,27.345,8.05,27.2,9.65,7.07
2022/3/1 10:00,27.54,8.065,26.5,9.4,7.165
2022/3/1 11:00,27.845,8.08,27,9.9,7.295
2022/3/1 12:00,28.085,8.08,29.85,10.4,7.365
2022/3/1 13:00,28.26,8.08,31.7,10.4,7.365
2022/3/1 14:00,28.385,8.08,31.8,10.65,7.37
2022/3/1 15:00,28.455,8.085,32.6,11.45,7.375
2022/3/1 16:00,28.465,8.095,31.25,10.7,7.43
2022/3/1 17:00,28.44,8.095,29.25,10.75,7.345
2022/3/1 18:00,28.24,8.1,28.5,11,7.365
2022/3/1 19:00,28.105,8.09,25.85,10.95,7.3
2022/3/1 20:00,28.08,8.085,24,10.55,7.27
2022/3/1 21:00,27.915,8.08,23.4,10.7,7.22
2022/3/1 22:00,27.78,8.075,24.35,10.25,7.205
2022/3/1 23:00,27.69,8.075,25.15,9.75,7.205
2022/3/2 0:00,27.65,8.07,25.4,10,7.2
2022/3/2 1:00,27.605,8.06,25.35,9.6,7.175
2022/3/2 2:00,27.585,8.055,26.05,10.05,7.145
2022/3/2 3:00,27.55,8.045,25.8,9.9,7.11
2022/3/2 4:00,27.515,8.055,26.05,9.6,7.13
2022/3/2 5:00,27.495,8.055,25.4,9.6,7.115
2022/3/2 6:00,27.5,8.055,24.1,8.9,7.095
2022/3/2 7:00,27.6,8.055,23.05,9.8,7.065
2022/3/2 8:00,27.835,8.075,20.8,10.3,7.115
2022/3/2 9:00,28.045,8.115,20.7,10.75,7.15
2022/3/2 10:00,28.035,8.105,22.95,10.1,7.15
2022/3/2 11:00,28.055,8.095,23.95,9.65,7.14
2022/3/2 12:00,28.25,8.1,22.4,9.75,7.34
2022/3/2 13:00,28.43,8.11,22,10.5,7.405
